OrderID,OrderDate,EmployeeID,ProductID,OrderQuantity,OrderType,ClientName,EventType
ORD-0271,2025-03-10,EMP-0025,PRD-0002,35,Livraison,Arthur Breton,Corporate
ORD-0272,2025-09-20,EMP-0029,PRD-0002,5,Sur place,Éric Picard-Duguay,Quotidien
ORD-0273,2025-07-09,EMP-0007,PRD-0005,3,Livraison,Alain Lemay-Roy,Quotidien
ORD-0274,2025-05-23,EMP-0034,PRD-0003,3,Sur place,Michelle Létourneau,Quotidien
ORD-0275,2025-12-13,EMP-0003,PRD-0003,17,Livraison,Camille Rioux,Corporate
ORD-0276,2025-04-22,EMP-0008,PRD-0005,47,À emporter,Céline Proulx,Corporate
ORD-0277,2025-06-20,EMP-0025,PRD-0004,3,À emporter,Margot Breton-Charbonneau,Quotidien
ORD-0278,2025-03-28,EMP-0035,PRD-0003,5,À emporter,François Marchand,Atelier
ORD-0279,2025-04-17,EMP-0034,PRD-0004,4,À emporter,Michelle Duguay,Quotidien
ORD-0280,2025-08-25,EMP-0007,PRD-0005,6,Sur place,Océane Savoie-Lavigne,Quotidien
ORD-0281,2025-01-01,EMP-0025,PRD-0002,8,Livraison,Denis Pelletier,Anniversaire
ORD-0282,2025-11-19,EMP-0034,PRD-0004,5,À emporter,Dorothée Simard-Gosselin,Quotidien
ORD-0283,2025-06-13,EMP-0003,PRD-0006,1,Livraison,Sophie Dumas-Paradis,Quotidien
ORD-0284,2025-08-14,EMP-0007,PRD-0001,28,Sur place,Victor-Olivier Labrecque,Corporate
ORD-0285,2025-03-31,EMP-0003,PRD-0006,40,Livraison,Sébastien Pelletier,Corporate
ORD-0286,2025-03-30,EMP-0008,PRD-0005,14,Livraison,Michelle-Virginie Fontaine,Corporate
ORD-0287,2025-12-21,EMP-0034,PRD-0005,30,Sur place,Rémy Leclerc,Corporate
ORD-0288,2025-11-24,EMP-0007,PRD-0006,5,Sur place,Jacques Tanguay,Quotidien
ORD-0289,2025-01-27,EMP-0003,PRD-0004,1,À emporter,Pierre Hébert-Bélanger,Quotidien
ORD-0290,2025-03-31,EMP-0003,PRD-0003,2,Livraison,Danielle Laliberté,Anniversaire
ORD-0291,2025-03-15,EMP-0029,PRD-0003,1,Sur place,Arthur Labbé,Quotidien
ORD-0292,2025-07-19,EMP-0003,PRD-0006,2,À emporter,Agnès Dumas-Beaudry,Mariage
ORD-0293,2025-12-06,EMP-0032,PRD-0001,5,Livraison,Célina-Patricia Girard,Quotidien
ORD-0294,2025-12-01,EMP-0025,PRD-0001,4,Sur place,Célina Giroux,Quotidien
ORD-0295,2025-02-05,EMP-0025,PRD-0001,4,Sur place,Nicole Poirier,Quotidien
ORD-0296,2025-06-13,EMP-0007,PRD-0006,3,À emporter,Camille Carrier,Anniversaire
ORD-0297,2025-11-01,EMP-0035,PRD-0002,3,Sur place,Camille Sirois,Quotidien
ORD-0298,2025-03-20,EMP-0029,PRD-0001,2,Livraison,Astrid Martin-Roy,Quotidien
ORD-0299,2025-03-16,EMP-0029,PRD-0002,6,À emporter,Véronique Goulet,Quotidien
ORD-0300,2025-01-10,EMP-0029,PRD-0003,1,Sur place,Nathalie Girard,Quotidien
ORD-0301,2025-01-17,EMP-0034,PRD-0001,4,Sur place,Alexandre Perron-Godin,Quotidien
ORD-0302,2025-09-16,EMP-0003,PRD-0004,1,Sur place,Vanessa Ferland,Quotidien
ORD-0303,2025-02-17,EMP-0032,PRD-0004,5,Sur place,Céline Duval,Quotidien
ORD-0304,2025-05-31,EMP-0035,PRD-0004,31,Sur place,Célina-Maryse Trudel,Corporate
ORD-0305,2025-05-04,EMP-0035,PRD-0002,1,À emporter,Clémence St-Laurent,Quotidien
ORD-0306,2025-11-18,EMP-0007,PRD-0003,4,Livraison,Susanne-Vanessa Blais,Quotidien
ORD-0307,2025-07-19,EMP-0008,PRD-0003,5,Sur place,Christiane-Jeannine Brunet,Quotidien
ORD-0308,2025-12-03,EMP-0003,PRD-0001,5,À emporter,Alice Lévesque,Quotidien
ORD-0309,2025-12-21,EMP-0008,PRD-0006,41,Sur place,Paul Turgeon,Corporate
ORD-0310,2025-06-04,EMP-0003,PRD-0001,36,Livraison,Robert Labrecque,Corporate
ORD-0311,2025-10-21,EMP-0003,PRD-0003,4,À emporter,Frédérique-Dorothée Durand,Quotidien
ORD-0312,2025-12-29,EMP-0025,PRD-0002,5,Sur place,Daniel Richer-Leduc,Quotidien
ORD-0313,2025-02-02,EMP-0007,PRD-0005,20,Sur place,Benoît Laliberté,Corporate
ORD-0314,2025-03-05,EMP-0003,PRD-0004,33,À emporter,Martin Marcotte,Corporate
ORD-0315,2025-06-21,EMP-0025,PRD-0001,5,Sur place,Rémy Rodrigue,Quotidien
ORD-0316,2025-06-20,EMP-0007,PRD-0004,1,Livraison,Jules Charron,Quotidien
ORD-0317,2025-03-07,EMP-0032,PRD-0006,2,Sur place,Grégoire-Emmanuel Dallaire,Mariage
ORD-0318,2025-12-22,EMP-0007,PRD-0003,4,Sur place,Robert Lefebvre,Quotidien
ORD-0319,2025-07-20,EMP-0003,PRD-0004,4,Livraison,Paul Vézina,Quotidien
ORD-0320,2025-02-05,EMP-0003,PRD-0003,4,Sur place,Émile Roberge,Quotidien
ORD-0321,2025-11-28,EMP-0029,PRD-0005,3,À emporter,Louise Charron,Quotidien
ORD-0322,2025-01-07,EMP-0025,PRD-0002,2,Sur place,Bernard Rioux,Quotidien
ORD-0323,2025-05-15,EMP-0029,PRD-0001,4,Sur place,Julie Carrier,Quotidien
ORD-0324,2025-01-10,EMP-0003,PRD-0001,1,Sur place,Richard Rodrigue,Quotidien
ORD-0325,2025-12-09,EMP-0025,PRD-0006,6,À emporter,Jacqueline-Cécile Beauchamp,Quotidien
ORD-0326,2025-01-03,EMP-0025,PRD-0006,1,Livraison,Daniel Asselin,Quotidien
ORD-0327,2025-12-06,EMP-0034,PRD-0004,4,Livraison,Louis-Bertrand Boily,Quotidien
ORD-0328,2025-07-23,EMP-0008,PRD-0001,26,À emporter,Élisabeth-Catherine Simard,Corporate
ORD-0329,2025-08-03,EMP-0029,PRD-0003,16,À emporter,Claudine Durand,Corporate
ORD-0330,2025-06-30,EMP-0008,PRD-0004,3,Livraison,Mathieu Legault,Quotidien
ORD-0331,2025-11-26,EMP-0008,PRD-0006,2,Sur place,Émile Ferland,Quotidien
ORD-0332,2025-06-27,EMP-0034,PRD-0006,2,Livraison,Julien Beauchamp-Duchesne,Quotidien
ORD-0333,2025-12-20,EMP-0034,PRD-0005,35,Sur place,Alexandra Laflamme,Corporate
ORD-0334,2025-08-30,EMP-0032,PRD-0001,2,Sur place,Maryse Potvin,Mariage
ORD-0335,2025-12-23,EMP-0035,PRD-0006,3,Sur place,Vanessa Michaud,Quotidien
ORD-0336,2025-01-28,EMP-0025,PRD-0001,2,Sur place,Jules Lavallée,Quotidien
ORD-0337,2025-04-15,EMP-0029,PRD-0001,7,À emporter,Pierre-Pierre Landry,Anniversaire
ORD-0338,2025-03-02,EMP-0029,PRD-0005,6,Sur place,Christiane Germain,Quotidien
ORD-0339,2025-01-09,EMP-0029,PRD-0004,2,Sur place,Denis Bélanger,Quotidien
ORD-0340,2025-08-22,EMP-0008,PRD-0004,4,Livraison,Gilles Robert-Bouchard,Quotidien
ORD-0341,2025-08-24,EMP-0035,PRD-0003,45,Livraison,Hélène Desbiens,Corporate
ORD-0342,2025-10-09,EMP-0025,PRD-0001,5,À emporter,Arthur Turgeon,Quotidien
ORD-0343,2025-10-12,EMP-0025,PRD-0001,14,Sur place,Sébastien Laroche-Turgeon,Corporate
ORD-0344,2025-05-12,EMP-0029,PRD-0002,5,À emporter,Alexis Martin,Quotidien
ORD-0345,2025-06-30,EMP-0032,PRD-0005,6,Sur place,Sarah-Virginie Robert,Quotidien
ORD-0346,2025-01-20,EMP-0029,PRD-0002,6,Sur place,Lucie Germain,Quotidien
ORD-0347,2025-03-20,EMP-0008,PRD-0004,1,À emporter,Dorothée Couture,Quotidien
ORD-0348,2025-06-10,EMP-0008,PRD-0005,5,Livraison,Thérèse Mercier,Quotidien
ORD-0349,2025-02-18,EMP-0007,PRD-0004,2,Livraison,Xavier Guay,Quotidien
ORD-0350,2025-07-17,EMP-0034,PRD-0003,4,À emporter,Michel-Nicolas Picard,Quotidien
ORD-0351,2025-11-14,EMP-0029,PRD-0002,1,Livraison,Zacharie Beaulieu,Quotidien
ORD-0352,2025-02-22,EMP-0034,PRD-0006,2,À emporter,Yves Drouin,Quotidien
ORD-0353,2025-08-27,EMP-0025,PRD-0002,3,Livraison,Margot Gélinas,Quotidien
ORD-0354,2025-04-05,EMP-0032,PRD-0003,1,À emporter,Bernard-Victor Lavigne,Anniversaire
ORD-0355,2025-08-29,EMP-0032,PRD-0004,1,À emporter,Jeannine Charest,Quotidien
ORD-0356,2025-05-11,EMP-0034,PRD-0006,1,Livraison,Alexandre-David Labonté,Quotidien
ORD-0357,2025-01-29,EMP-0029,PRD-0004,1,À emporter,Manon Legault,Quotidien
ORD-0358,2025-02-25,EMP-0029,PRD-0004,1,Sur place,Frédérique Robitaille,Quotidien
ORD-0359,2025-04-10,EMP-0035,PRD-0005,2,Livraison,Denis Lavoie,Quotidien
ORD-0360,2025-07-23,EMP-0035,PRD-0004,3,Sur place,Alexis Deschênes,Quotidien
ORD-0361,2025-11-06,EMP-0008,PRD-0001,2,Sur place,David Pépin,Quotidien
ORD-0362,2025-08-14,EMP-0025,PRD-0005,2,À emporter,Laurent Lalonde,Anniversaire
ORD-0363,2025-12-03,EMP-0003,PRD-0006,13,Livraison,Éléonore Richer-Bégin,Corporate
ORD-0364,2025-09-05,EMP-0032,PRD-0001,3,Livraison,Alex Lavigne,Anniversaire
ORD-0365,2025-04-22,EMP-0025,PRD-0003,2,Sur place,Nicolas Morin,Quotidien
ORD-0366,2025-01-27,EMP-0025,PRD-0001,8,Livraison,Sarah Labelle-Perron,Anniversaire
ORD-0367,2025-02-17,EMP-0003,PRD-0003,45,Sur place,Jacques Chabot,Corporate
ORD-0368,2025-12-08,EMP-0034,PRD-0001,5,Sur place,Marianne Landry,Anniversaire
ORD-0369,2025-10-04,EMP-0032,PRD-0004,4,Sur place,Gérard Lapierre,Quotidien
ORD-0370,2025-01-14,EMP-0035,PRD-0004,3,Sur place,Patrick Nguyen,Quotidien
ORD-0371,2025-11-29,EMP-0007,PRD-0004,7,À emporter,Olivier Lachapelle-Thibodeau,Anniversaire
ORD-0372,2025-02-05,EMP-0008,PRD-0003,33,Livraison,Lorraine Daigle,Corporate
ORD-0373,2025-05-16,EMP-0029,PRD-0006,3,À emporter,Alain Larocque,Quotidien
ORD-0374,2025-07-20,EMP-0032,PRD-0003,1,Sur place,Jean Piché,Quotidien
ORD-0375,2025-09-15,EMP-0008,PRD-0002,2,Livraison,Louis Lamoureux,Quotidien
ORD-0376,2025-12-09,EMP-0008,PRD-0005,2,Livraison,Dominique Perron,Mariage
ORD-0377,2025-07-27,EMP-0035,PRD-0005,2,Livraison,Dominique Desjardins,Quotidien
ORD-0378,2025-07-09,EMP-0029,PRD-0002,4,À emporter,François Breton,Quotidien
ORD-0379,2025-08-06,EMP-0007,PRD-0003,5,À emporter,Florence Fortin,Atelier
ORD-0380,2025-03-24,EMP-0007,PRD-0004,1,À emporter,Raymond Massé,Quotidien
ORD-0381,2025-12-29,EMP-0007,PRD-0005,5,À emporter,Benjamin Brunet,Quotidien
ORD-0382,2025-04-17,EMP-0029,PRD-0005,4,Sur place,Patrick Thibault,Quotidien
ORD-0383,2025-05-05,EMP-0025,PRD-0001,22,Sur place,Andrée Giguère,Corporate
ORD-0384,2025-09-28,EMP-0032,PRD-0004,44,Sur place,Louis Sirois,Corporate
ORD-0385,2025-03-31,EMP-0029,PRD-0004,2,Sur place,Martine Cyr,Quotidien
ORD-0386,2025-10-04,EMP-0029,PRD-0002,5,À emporter,Philippe Lemire,Quotidien
ORD-0387,2025-01-07,EMP-0032,PRD-0006,3,À emporter,Julie Pilon,Quotidien
ORD-0388,2025-08-12,EMP-0034,PRD-0003,7,Livraison,Gabriel Dion-Larouche,Anniversaire
ORD-0389,2025-03-05,EMP-0003,PRD-0005,5,Sur place,Marcel Potvin,Quotidien
ORD-0390,2025-10-20,EMP-0032,PRD-0004,4,Sur place,Laurent Provencher,Atelier
ORD-0391,2025-03-12,EMP-0003,PRD-0004,19,Livraison,Frédéric Savard-Paré,Corporate
ORD-0392,2025-05-30,EMP-0007,PRD-0003,37,Sur place,Jeannine Tanguay,Corporate
ORD-0393,2025-07-19,EMP-0008,PRD-0001,7,À emporter,Emmanuelle Parent-Bédard,Anniversaire
ORD-0394,2025-08-25,EMP-0025,PRD-0005,3,À emporter,Nathalie Nguyen-St-Pierre,Anniversaire
ORD-0395,2025-09-07,EMP-0007,PRD-0003,24,À emporter,Margaret Plante,Corporate
ORD-0396,2025-12-27,EMP-0025,PRD-0004,3,Livraison,Daniel St-Laurent,Quotidien
ORD-0397,2025-04-06,EMP-0007,PRD-0003,6,Livraison,Anouk Benoît,Quotidien
ORD-0398,2025-08-07,EMP-0007,PRD-0006,1,À emporter,Stéphane Racine,Quotidien
ORD-0399,2025-11-20,EMP-0003,PRD-0002,3,Sur place,Hélène Prévost,Quotidien
ORD-0400,2025-11-24,EMP-0007,PRD-0004,15,Sur place,Philippe-Tristan Richer,Corporate
ORD-0401,2025-02-11,EMP-0008,PRD-0003,5,Sur place,Gabrielle Dallaire-Labonté,Quotidien
ORD-0402,2025-11-19,EMP-0025,PRD-0002,6,À emporter,Vincent Leduc,Quotidien
ORD-0403,2025-04-11,EMP-0035,PRD-0003,5,À emporter,Alex-Mélanie Trottier,Anniversaire
ORD-0404,2025-07-02,EMP-0034,PRD-0003,2,Sur place,Chantal Vachon,Quotidien
ORD-0405,2025-08-30,EMP-0003,PRD-0005,2,Sur place,Béatrice Nguyen-Prévost,Quotidien
ORD-0406,2025-10-08,EMP-0025,PRD-0005,4,Livraison,Maxime Béland-Vincent,Atelier
ORD-0407,2025-02-26,EMP-0035,PRD-0003,3,À emporter,Vincent Thibodeau,Quotidien
ORD-0408,2025-05-19,EMP-0034,PRD-0004,3,Livraison,Amélie Lefebvre,Quotidien
ORD-0409,2025-01-02,EMP-0008,PRD-0003,5,À emporter,Georges Larouche,Quotidien
ORD-0410,2025-02-07,EMP-0034,PRD-0003,1,Sur place,Lorraine Larocque,Quotidien
ORD-0411,2025-10-17,EMP-0025,PRD-0003,2,À emporter,Audrey Labelle-Audet,Quotidien
ORD-0412,2025-05-12,EMP-0034,PRD-0004,5,À emporter,Cécile Drolet,Quotidien
ORD-0413,2025-07-21,EMP-0029,PRD-0001,5,Livraison,Jérôme Lavallée,Quotidien
ORD-0414,2025-01-31,EMP-0007,PRD-0006,5,Livraison,Célina Blanchette,Quotidien
ORD-0415,2025-11-24,EMP-0032,PRD-0002,3,Sur place,Kevin Guay-Landry,Quotidien
ORD-0416,2025-02-15,EMP-0029,PRD-0003,5,Sur place,Geneviève Boulanger,Quotidien
ORD-0417,2025-05-15,EMP-0003,PRD-0001,1,Sur place,Alexis St-Laurent,Quotidien
ORD-0418,2025-07-25,EMP-0025,PRD-0005,1,À emporter,Maude Lacasse,Quotidien
ORD-0419,2025-01-26,EMP-0003,PRD-0006,3,À emporter,Sylvie Trottier,Quotidien
ORD-0420,2025-03-14,EMP-0025,PRD-0005,2,Livraison,Étienne Laplante,Quotidien
ORD-0421,2025-08-13,EMP-0029,PRD-0005,30,Sur place,Aurore Duchesne,Corporate
ORD-0422,2025-12-21,EMP-0008,PRD-0003,5,À emporter,Élisabeth-Josette Bernard,Quotidien
ORD-0423,2025-07-25,EMP-0035,PRD-0001,3,À emporter,Nicole Daigle,Quotidien
ORD-0424,2025-11-20,EMP-0007,PRD-0002,1,Sur place,Kevin Lemire-Coulombe,Quotidien
ORD-0425,2025-03-15,EMP-0034,PRD-0006,5,À emporter,Benoît Tremblay,Quotidien
ORD-0426,2025-04-19,EMP-0025,PRD-0003,3,Sur place,Sarah Marcoux-Piché,Quotidien
ORD-0427,2025-04-13,EMP-0035,PRD-0002,2,Sur place,Christiane Labonté-Duval,Mariage
ORD-0428,2025-03-08,EMP-0032,PRD-0004,18,À emporter,Michelle Lafontaine-Racine,Corporate
ORD-0429,2025-03-19,EMP-0008,PRD-0002,1,Livraison,Philippe Demers,Quotidien
ORD-0430,2025-05-06,EMP-0008,PRD-0004,3,À emporter,Joséphine Dufour,Quotidien
ORD-0431,2025-01-22,EMP-0008,PRD-0004,1,Livraison,Chantal Larocque,Quotidien
ORD-0432,2025-09-14,EMP-0029,PRD-0005,6,À emporter,Paulette Boudreau,Quotidien
ORD-0433,2025-09-22,EMP-0029,PRD-0006,2,Livraison,Georges Beauregard,Quotidien
ORD-0434,2025-08-22,EMP-0035,PRD-0005,4,Sur place,Grégoire-Xavier Lamoureux,Quotidien
ORD-0435,2025-01-13,EMP-0029,PRD-0002,3,Sur place,Élisabeth St-Jean,Quotidien
ORD-0436,2025-10-04,EMP-0025,PRD-0006,1,Sur place,Pénélope Beaulieu,Atelier
ORD-0437,2025-05-05,EMP-0007,PRD-0004,5,Livraison,Laurence Laplante,Quotidien
ORD-0438,2025-03-23,EMP-0007,PRD-0002,4,Sur place,Christelle Allard,Quotidien
ORD-0439,2025-05-31,EMP-0008,PRD-0006,6,Livraison,Michèle Bélisle-Richard,Quotidien
ORD-0440,2025-12-19,EMP-0035,PRD-0002,1,Sur place,Mathilde Létourneau,Quotidien
ORD-0441,2025-12-27,EMP-0007,PRD-0001,5,Sur place,Roger Dufresne,Quotidien
ORD-0442,2025-03-30,EMP-0025,PRD-0001,4,Livraison,Hugues Fortin,Atelier
ORD-0443,2025-10-08,EMP-0035,PRD-0002,3,Livraison,Maxime Larocque,Quotidien
ORD-0444,2025-08-08,EMP-0008,PRD-0005,5,Sur place,Christelle-Hortense Labrecque,Quotidien
ORD-0445,2025-07-19,EMP-0035,PRD-0003,6,Sur place,Renée Soucy-Gervais,Quotidien
ORD-0446,2025-03-20,EMP-0008,PRD-0004,7,Livraison,Rosalie Paquin-Larivière,Anniversaire
ORD-0447,2025-02-12,EMP-0035,PRD-0001,6,Livraison,Richard Provost,Quotidien
ORD-0448,2025-08-06,EMP-0008,PRD-0001,4,Sur place,Céline Doucet,Quotidien
ORD-0449,2025-04-11,EMP-0008,PRD-0005,25,Sur place,Alain Bisson,Corporate
ORD-0450,2025-12-17,EMP-0007,PRD-0003,1,Sur place,Benoît Fillion,Quotidien
ORD-0451,2025-09-01,EMP-0035,PRD-0001,2,Sur place,Amélie Bolduc,Quotidien
ORD-0452,2025-11-17,EMP-0032,PRD-0002,4,À emporter,Maryse Guay,Quotidien
ORD-0453,2025-04-25,EMP-0035,PRD-0003,13,Livraison,Jeannine Bernard-Dionne,Corporate
ORD-0454,2025-06-17,EMP-0008,PRD-0001,14,Sur place,Sébastien Grenier,Corporate
ORD-0455,2025-10-03,EMP-0029,PRD-0005,4,Sur place,Roland Poirier-Leclerc,Anniversaire
ORD-0456,2025-02-22,EMP-0029,PRD-0003,4,Sur place,Océane Lebel,Quotidien
ORD-0457,2025-12-23,EMP-0029,PRD-0006,3,Sur place,Philippe Poulin,Quotidien
ORD-0458,2025-03-22,EMP-0032,PRD-0003,44,À emporter,Paulette Savard,Corporate
ORD-0459,2025-04-05,EMP-0003,PRD-0005,4,Livraison,Raymond Gosselin,Quotidien
ORD-0460,2025-11-18,EMP-0003,PRD-0002,4,Sur place,Étienne Massé,Atelier
ORD-0461,2025-03-10,EMP-0032,PRD-0005,5,Livraison,Arthur Roy,Quotidien
ORD-0462,2025-11-08,EMP-0007,PRD-0003,6,Sur place,Joséphine Turcotte-Lacasse,Quotidien
ORD-0463,2025-11-24,EMP-0032,PRD-0001,3,À emporter,Mélanie Therrien,Quotidien
ORD-0464,2025-06-07,EMP-0034,PRD-0004,7,Livraison,Vincent Béland,Anniversaire
ORD-0465,2025-10-26,EMP-0032,PRD-0004,6,Sur place,Noël Marcotte,Quotidien
ORD-0466,2025-11-20,EMP-0025,PRD-0006,4,Sur place,Guillaume Deschênes,Quotidien
ORD-0467,2025-06-09,EMP-0029,PRD-0001,4,Sur place,Arthur-Vincent Desbiens,Quotidien
ORD-0468,2025-08-10,EMP-0035,PRD-0001,3,Livraison,Catherine Godin,Quotidien
ORD-0469,2025-07-04,EMP-0029,PRD-0005,5,Sur place,Laurence Lauzon,Quotidien
ORD-0470,2025-11-14,EMP-0025,PRD-0002,35,À emporter,Emma Roy,Corporate
ORD-0471,2025-09-08,EMP-0025,PRD-0002,3,Sur place,Timothée Guay,Quotidien
ORD-0472,2025-07-07,EMP-0032,PRD-0004,2,À emporter,Bernard Lavallée,Quotidien
ORD-0473,2025-02-22,EMP-0003,PRD-0001,48,Sur place,Mathieu Boivin,Corporate
ORD-0474,2025-04-19,EMP-0008,PRD-0004,5,Sur place,Gabriel Moreau,Quotidien
ORD-0475,2025-07-31,EMP-0032,PRD-0003,5,Sur place,William Béland,Quotidien
ORD-0476,2025-09-11,EMP-0025,PRD-0006,6,À emporter,Gilbert Richard,Quotidien
ORD-0477,2025-08-23,EMP-0029,PRD-0004,1,Sur place,Édith-Émilie Émond,Anniversaire
ORD-0478,2025-09-17,EMP-0034,PRD-0002,2,Livraison,Xavier Lemay,Quotidien
ORD-0479,2025-02-15,EMP-0003,PRD-0002,5,Sur place,Mathilde Piché-Thibault,Quotidien
ORD-0480,2025-10-02,EMP-0034,PRD-0003,6,Sur place,Françoise Desjardins,Quotidien
ORD-0481,2025-08-11,EMP-0025,PRD-0003,2,À emporter,Lucy Gendron,Quotidien
ORD-0482,2025-04-20,EMP-0029,PRD-0002,5,À emporter,Stéphane-Nathan Arsenault,Quotidien
ORD-0483,2025-11-02,EMP-0034,PRD-0006,3,Sur place,Lorraine Lalonde,Quotidien
ORD-0484,2025-06-16,EMP-0035,PRD-0004,3,Sur place,Emmanuelle Lessard,Quotidien
ORD-0485,2025-12-09,EMP-0035,PRD-0005,5,Sur place,Martin Fortier,Quotidien
ORD-0486,2025-05-23,EMP-0003,PRD-0005,2,À emporter,Antoine Labonté,Quotidien
ORD-0487,2025-12-06,EMP-0008,PRD-0006,3,À emporter,Noémie Asselin,Quotidien
ORD-0488,2025-08-14,EMP-0029,PRD-0004,5,Sur place,Céline Germain,Quotidien
ORD-0489,2025-04-16,EMP-0003,PRD-0006,5,À emporter,Laurie Moreau,Quotidien
ORD-0490,2025-07-09,EMP-0008,PRD-0006,6,À emporter,Christelle Lavigne,Quotidien
ORD-0491,2025-01-21,EMP-0034,PRD-0004,36,À emporter,Emmanuel Ouellet,Corporate
ORD-0492,2025-11-13,EMP-0029,PRD-0001,3,Sur place,Denise St-Jean,Quotidien
ORD-0493,2025-10-19,EMP-0032,PRD-0006,3,Livraison,Yves Veilleux,Quotidien
ORD-0494,2025-12-19,EMP-0007,PRD-0003,46,Sur place,Bernard Perreault,Corporate
ORD-0495,2025-09-17,EMP-0008,PRD-0001,4,Livraison,Alice-Simone Lavigne,Quotidien
ORD-0496,2025-03-20,EMP-0003,PRD-0002,2,Sur place,Jérôme-Richard Archambault,Anniversaire
ORD-0497,2025-08-04,EMP-0025,PRD-0001,4,Sur place,Émile Guay,Atelier
ORD-0498,2025-10-26,EMP-0034,PRD-0003,2,À emporter,Lucy Couture,Quotidien
ORD-0499,2025-10-01,EMP-0035,PRD-0004,2,À emporter,Victor Lacroix,Quotidien
ORD-0500,2025-09-06,EMP-0025,PRD-0005,2,Sur place,Gabriel-Nicolas Plourde,Quotidien
ORD-0501,2025-02-26,EMP-0007,PRD-0006,4,À emporter,Emmanuelle-Martine Houde,Quotidien
ORD-0502,2025-11-30,EMP-0008,PRD-0001,35,Sur place,Valérie-Jeannine Duguay,Corporate
ORD-0503,2025-07-31,EMP-0035,PRD-0005,2,Sur place,Sébastien Giroux,Mariage
ORD-0504,2025-03-14,EMP-0007,PRD-0005,10,À emporter,Édouard-Timothée Simard,Atelier
ORD-0505,2025-10-03,EMP-0025,PRD-0005,5,À emporter,Henri Boisvert,Atelier
ORD-0506,2025-02-22,EMP-0025,PRD-0005,4,Sur place,Danielle-Chantal St-Laurent,Quotidien
ORD-0507,2025-12-03,EMP-0008,PRD-0002,22,Sur place,Alexandra Proulx,Corporate
ORD-0508,2025-05-15,EMP-0003,PRD-0004,2,Sur place,Nathan Labbé,Quotidien
ORD-0509,2025-11-03,EMP-0008,PRD-0005,3,À emporter,Stéphanie Fournier,Quotidien
ORD-0510,2025-04-20,EMP-0025,PRD-0001,22,Livraison,Chantal Lauzon,Corporate
ORD-0511,2025-01-21,EMP-0007,PRD-0005,6,Livraison,Édouard Caron,Quotidien
ORD-0512,2025-09-12,EMP-0025,PRD-0003,12,Sur place,Éléonore Rioux,Corporate
ORD-0513,2025-10-01,EMP-0008,PRD-0001,1,Sur place,Marcel Paquin,Quotidien
ORD-0514,2025-09-10,EMP-0008,PRD-0004,2,À emporter,Théodore Audet,Anniversaire
ORD-0515,2025-04-03,EMP-0032,PRD-0001,48,Sur place,Laetitia Rivard,Corporate
ORD-0516,2025-04-10,EMP-0032,PRD-0002,6,Sur place,Édouard Giguère,Anniversaire
ORD-0517,2025-05-22,EMP-0025,PRD-0004,48,Sur place,Jessica Tessier,Corporate
ORD-0518,2025-03-13,EMP-0034,PRD-0004,1,Sur place,Françoise Gervais,Quotidien
ORD-0519,2025-06-12,EMP-0029,PRD-0006,3,À emporter,Isabelle Lepage,Quotidien
ORD-0520,2025-04-19,EMP-0025,PRD-0005,3,À emporter,Margaret-Colette Bégin,Quotidien
ORD-0521,2025-08-27,EMP-0008,PRD-0003,37,Sur place,Christine Prévost,Corporate
ORD-0522,2025-02-17,EMP-0032,PRD-0005,1,À emporter,Gabrielle Turgeon,Mariage
ORD-0523,2025-07-26,EMP-0034,PRD-0005,5,À emporter,Martine Pelletier,Quotidien
ORD-0524,2025-05-12,EMP-0007,PRD-0003,5,À emporter,Colette Fortin,Quotidien
ORD-0525,2025-06-14,EMP-0025,PRD-0004,4,À emporter,Maxime Nguyen,Quotidien
ORD-0526,2025-11-21,EMP-0029,PRD-0003,43,Livraison,Laurent-Luc Dubois,Corporate
ORD-0527,2025-07-07,EMP-0007,PRD-0002,3,À emporter,Olivier Rivard-Piché,Quotidien
ORD-0528,2025-06-11,EMP-0032,PRD-0006,3,Sur place,François Morin,Quotidien
ORD-0529,2025-02-25,EMP-0035,PRD-0003,1,Sur place,Théodore Pelletier-Morin,Quotidien
ORD-0530,2025-02-27,EMP-0007,PRD-0005,4,À emporter,Alexandra Larivière,Quotidien
ORD-0531,2025-08-13,EMP-0035,PRD-0005,1,À emporter,Antoine Beaudoin,Quotidien
ORD-0532,2025-05-23,EMP-0034,PRD-0006,9,Sur place,Raymond Moreau,Anniversaire
ORD-0533,2025-03-07,EMP-0032,PRD-0002,22,Livraison,Audrey Dallaire,Corporate
ORD-0534,2025-02-11,EMP-0034,PRD-0005,2,À emporter,Jacqueline Morissette,Quotidien
ORD-0535,2025-05-13,EMP-0035,PRD-0003,2,Livraison,Diane Dufour,Quotidien
ORD-0536,2025-08-19,EMP-0007,PRD-0003,3,À emporter,Martin-Guy Savoie,Quotidien
ORD-0537,2025-04-26,EMP-0029,PRD-0004,2,Sur place,Antoine Provencher,Quotidien
ORD-0538,2025-02-07,EMP-0007,PRD-0004,2,Sur place,Samuel Patel,Quotidien
ORD-0539,2025-09-17,EMP-0034,PRD-0004,7,Livraison,Caroline Desbiens,Atelier
ORD-0540,2025-04-19,EMP-0008,PRD-0002,10,Livraison,Henri Massé,Anniversaire
ORD-0541,2025-10-13,EMP-0008,PRD-0005,1,À emporter,Emmanuel Pelletier,Quotidien
